ego_id,timestep,x_position,y_position,orientation,velocity,acceleration,lanelet_id,goal_lanelet_id,time_horizon
30305,0,49.6763,336.747,-0.402474748028549,13.9522,-0.9352,553,912,150.0
30305,1,50.9659,336.198,-0.402474748028549,13.6872,-1.6832,553,912,150.0
30305,2,52.2385,335.6559,-0.4026989946978427,13.2913,-2.2443,553,912,150.0
30305,3,53.4803,335.1267,-0.4028490273124649,13.0082,-1.6928,553,912,150.0
30305,4,54.691,334.6112,-0.4025368302537234,12.6209,-2.1634,553,912,150.0
30305,5,55.8709,334.1091,-0.4023317853238828,12.1495,-2.5338,553,912,150.0
30305,6,57.011,333.6237,-0.4025075332608023,11.8135,-2.063,553,912,150.0
30305,7,58.1143,333.153,-0.4032497875856095,11.3364,-2.6768,553,912,150.0
30305,8,59.1793,332.6971,-0.4044724135553311,10.7549,-3.1084,553,912,150.0
30305,9,60.1945,332.2601,-0.4064837254444369,10.3917,-2.0565,553,912,150.0
30305,10,61.1654,331.8393,-0.4089743079348341,9.9409,-2.43,553,912,150.0
30305,11,62.0974,331.4317,-0.4122753460180873,9.4282,-2.6749,553,912,150.0
30305,12,62.9837,331.0403,-0.4158559322595657,9.076,-2.1539,553,912,150.0
30305,13,63.8304,330.6639,-0.4183119921656987,8.5792,-2.7827,553,912,150.0
30305,14,64.6376,330.3041,-0.4193042923946656,7.9754,-3.224,553,912,150.0
30305,15,65.3943,329.9666,-0.4195355551306917,7.6031,-2.0898,553,912,150.0
30305,16,66.1065,329.6493,-0.4191228838367377,7.1478,-2.4428,553,912,150.0
30305,17,66.781,329.3494,-0.4183756342368523,6.6343,-2.6708,553,912,150.0
30305,18,67.4112,329.0697,-0.4177089112524098,6.3312,-1.6803,553,912,150.0
30305,19,68.0043,328.8066,-0.417520137404195,5.9685,-1.9318,553,912,150.0
30305,20,68.5669,328.5571,-0.417415935654967,5.5647,-2.0902,553,912,150.0
30305,21,69.0943,328.3234,-0.4171154484200406,5.3283,-1.3075,553,912,150.0
30305,22,69.5926,328.1025,-0.4172743084429408,5.0465,-1.4984,553,912,150.0
30305,23,70.0672,327.8922,-0.4171094374229585,4.7337,-1.6178,553,912,150.0
30305,24,70.5144,327.6939,-0.4173733542761698,4.5756,-0.7718,553,912,150.0
30305,25,70.9398,327.5052,-0.4175043401761721,4.4249,-0.7354,553,912,150.0
30305,26,71.3511,327.3227,-0.4176150826388035,4.2814,-0.6997,553,912,150.0
30305,27,71.7489,327.146,-0.4180143925633788,4.2102,-0.3615,553,912,150.0
30305,28,72.1369,326.9736,-0.4181286724148912,4.1369,-0.3715,553,912,150.0
30305,29,72.5183,326.804,-0.4184189294308292,4.0617,-0.38,553,912,150.0
30305,30,72.8928,326.6373,-0.41879401718013,4.021,-0.2171,553,912,150.0
30305,31,73.262,326.4728,-0.4191537907263048,3.975,-0.2419,553,912,150.0
30305,32,73.6271,326.3099,-0.419671947615593,3.9244,-0.2644,553,912,150.0
30305,33,73.9878,326.1489,-0.4198180356561151,3.8948,-0.1635,553,912,150.0
30305,34,74.3445,325.9886,-0.4223525678436665,3.8591,-0.1924,553,912,150.0
30305,35,74.6981,325.8295,-0.4228068888912945,3.818,-0.2187,553,912,150.0
30305,36,75.0479,325.6714,-0.4244930936774162,3.7929,-0.1411,553,912,150.0
30305,37,75.3942,325.5136,-0.4275626210538711,3.7617,-0.1703,553,912,150.0
30305,38,75.738,325.3569,-0.427656997943541,3.7249,-0.1972,553,912,150.0
30305,39,76.0779,325.2,-0.4324637446755511,3.7021,-0.1294,1698,912,150.0
30305,40,76.4148,325.0436,-0.4346266094839324,3.6733,-0.158,1698,912,150.0
30305,41,76.7494,324.8884,-0.4343013540686192,3.6391,-0.1841,1698,912,150.0
30305,42,77.0798,324.7317,-0.4428554987105912,3.6176,-0.1217,1698,912,150.0
30305,43,77.4077,324.5763,-0.44257084887374,3.5905,-0.1491,1698,912,150.0
30305,44,77.7331,324.4213,-0.4445384932462811,3.5582,-0.1742,1698,912,150.0
30305,45,78.0552,324.2661,-0.4490126769501441,3.5379,-0.1154,1698,912,150.0
30305,46,78.3748,324.112,-0.4492782463755207,3.5121,-0.1416,1698,912,150.0
30305,47,78.6921,323.9583,-0.451089598633508,3.4814,-0.1656,1698,912,150.0
30305,48,79.0064,323.805,-0.4538001207018449,3.4621,-0.1098,1698,912,150.0
30305,49,79.3185,323.6528,-0.4537303658757415,3.4376,-0.1348,1698,912,150.0
