ego_id,timestep,x_position,y_position,orientation,velocity,acceleration,lanelet_id,goal_lanelet_id,time_horizon
20049,0,-21.3024,-55.8714,1.2006678647691842,10.0564,-1.4721,1208,,150.0
20049,1,-20.9341,-54.9222,1.2006678647691842,9.7047,-2.018,1208,,150.0
20049,2,-20.5699,-54.0027,1.1936696472859056,9.2591,-2.4106,1208,,150.0
20049,3,-20.2125,-53.1237,1.1846146417165615,8.9316,-2.0377,1208,,150.0
20049,4,-19.8624,-52.2828,1.1762838927052104,8.4564,-2.683,1208,,150.0
20049,5,-19.5217,-51.4817,1.1686798810567205,7.8711,-3.1393,1208,,150.0
20049,6,-19.1981,-50.7314,1.1636065805829234,7.5076,-2.0451,1208,,150.0
20049,7,-18.8921,-50.0251,1.161963993532625,7.0616,-2.3958,1208,,150.0
20049,8,-18.6024,-49.356,1.1621947174483955,6.5577,-2.623,1208,,150.0
20049,9,-18.3327,-48.7304,1.1637651146738799,6.2241,-1.9981,1208,,150.0
20049,10,-18.0802,-48.142,1.1654328714514242,5.7692,-2.5236,1208,,150.0
20049,11,-17.844,-47.5899,1.1665386558338262,5.2254,-2.888,1208,,150.0
20049,12,-17.6274,-47.084,1.1662624417615004,4.8969,-1.8231,1208,,150.0
20049,13,-17.4274,-46.6184,1.1650753533034943,4.5029,-2.1001,1208,,150.0
20049,14,-17.2414,-46.1862,1.1643975929425894,4.0637,-2.275,1208,,150.0
20049,15,-17.0712,-45.7929,1.162380946917757,3.8096,-1.3913,1208,,150.0
20049,16,-16.9147,-45.4312,1.1624395047340028,3.512,-1.5737,1208,,150.0
20049,17,-16.7675,-45.0956,1.1574483854721629,3.1849,-1.6846,1208,,150.0
20049,18,-16.633,-44.7888,1.1576337871563156,2.9976,-1.0228,1208,,150.0
20049,19,-16.5087,-44.5054,1.1574607304980091,2.7792,-1.1519,1208,,150.0
20049,20,-16.3917,-44.2411,1.1540473887049338,2.5402,-1.2296,1208,,150.0
20049,21,-16.284,-43.9978,1.154060261715037,2.4036,-0.7453,1208,,150.0
20049,22,-16.1837,-43.7716,1.1534337122260216,2.2446,-0.8385,1208,,150.0
20049,23,-16.0894,-43.559,1.153314160704657,2.0707,-0.8944,1208,,150.0
20049,24,-16.0016,-43.3618,1.1519134836701985,1.9713,-0.5418,1208,,150.0
20049,25,-15.9193,-43.1771,1.151617942772519,1.8558,-0.6094,1208,,150.0
20049,26,-15.8413,-43.0022,1.1512995309070655,1.7294,-0.65,1208,,150.0
20049,27,-15.7685,-42.8384,1.1525719972156676,1.6572,-0.3937,1208,,150.0
20049,28,-15.6994,-42.6836,1.1509548448160993,1.5732,-0.4428,1208,,150.0
20049,29,-15.6335,-42.5361,1.1506236620529118,1.4814,-0.4723,1208,,150.0
20049,30,-15.5711,-42.3966,1.1501801341269717,1.4322,-0.2542,1208,,150.0
20049,31,-15.5118,-42.2635,1.1516661372446397,1.38,-0.2669,1208,,150.0
20049,32,-15.4545,-42.1351,1.151055533906715,1.3258,-0.2743,1208,,150.0
20049,33,-15.3994,-42.0115,1.1514465475107878,1.2987,-0.1335,1208,,150.0
20049,34,-15.346,-41.8917,1.15148823854413,1.2724,-0.1298,1208,,150.0
20049,35,-15.2936,-41.7743,1.150992469229001,1.2468,-0.126,1208,,150.0
20049,36,-15.2425,-41.6591,1.15329710182592,1.2338,-0.0668,1208,,150.0
20049,37,-15.1922,-41.5458,1.1529815311431444,1.2201,-0.0702,1208,,150.0
20049,38,-15.1424,-41.4336,1.1530682750905663,1.2058,-0.0731,1208,,150.0
20049,39,-15.0932,-41.3228,1.15290700557833,1.1979,-0.0426,1208,,150.0
20049,40,-15.0444,-41.2129,1.1529097494615537,1.1888,-0.0482,1208,,150.0
20049,41,-14.996,-41.1038,1.153252558573804,1.1786,-0.0532,1208,,150.0
20049,42,-14.9479,-40.9956,1.1524862486307188,1.1727,-0.0332,1208,,150.0
20049,43,-14.9002,-40.8882,1.1528311988687665,1.1654,-0.0393,1208,,150.0
20049,44,-14.8528,-40.7813,1.1534402786680273,1.157,-0.0448,1208,,150.0
20049,45,-14.8057,-40.6751,1.1533585728269165,1.1518,-0.0289,1208,,150.0
20049,46,-14.7589,-40.5696,1.1532757887771328,1.1454,-0.0349,1208,,150.0
20049,47,-14.7124,-40.4646,1.1538982563850169,1.1379,-0.0405,1208,,150.0
