timestep,obstacle_id,relative_direction,d_long,d_lat,adjusted_d_long,adjusted_d_lat,v_rel_long,v_rel_lat,a_rel_long,a_rel_lat,ttc_long,ttc_lat,motion_description
1.0,20001.0,Front-left,6.54,8.31,2.04,6.7,-1.6,-0.0,0.92,0.52,1.27,inf,Obstacle is driving toward the ego car longitudinally. No lateral relative motion.
1.0,20008.0,Front-left,8.68,15.05,4.17,13.44,-1.6,-0.0,0.92,0.52,2.61,inf,Obstacle is driving toward the ego car longitudinally. No lateral relative motion.
1.0,20010.0,Front-left,33.99,479.29,29.49,477.68,-6.01,13.29,0.92,0.52,4.91,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
1.0,20016.0,Front-left,12.73,27.24,8.23,25.63,-1.6,-0.0,0.92,0.52,5.14,inf,Obstacle is driving toward the ego car longitudinally. No lateral relative motion.
1.0,20017.0,Front-left,63.3,226.26,58.79,224.65,0.6,14.18,0.9,0.55,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the left.
1.0,20022.0,Front-left,42.22,116.28,37.71,114.67,1.77,13.35,0.84,0.8,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the left.
1.0,20023.0,Front-right,91.53,-22.18,87.02,-20.57,10.83,-3.34,1.28,0.61,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the right.
1.0,20024.0,Front-left,19.98,38.12,15.47,36.51,1.05,8.37,0.69,1.61,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the left.
1.0,20025.0,Front-left,15.55,35.71,11.04,34.1,-1.6,-0.0,0.92,0.52,6.9,inf,Obstacle is driving toward the ego car longitudinally. No lateral relative motion.
1.0,20027.0,Front-left,67.0,357.66,62.49,356.05,-3.38,13.82,0.92,0.52,18.48,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
1.0,20029.0,Behind,-8.93,1.19,-4.42,0.0,0.72,-0.34,-0.47,-0.02,6.16,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
1.0,20030.0,Rear-left,-20.82,2.9,-16.31,1.29,2.83,-0.55,-0.01,0.13,5.77,2.36,Obstacle is driving toward the ego car from behind. Obstacle is driving toward the ego car laterally from the left.
