ego_id,timestep,x_position,y_position,orientation,velocity,acceleration,lanelet_id,goal_lanelet_id,time_horizon
30745,0,372.2273,249.3483,-2.3508195739467537,10.9446,-1.5531,630,1669,150.0
30745,1,371.4501,248.5627,-2.3508195739467537,10.5046,-2.7956,630,1669,150.0
30745,2,370.6943,247.7989,-2.350929995527016,9.8471,-3.7274,630,1669,150.0
30745,3,369.9772,247.0748,-2.351337464828111,9.4459,-2.1332,630,1669,150.0
30745,4,369.2981,246.389,-2.351285745093068,8.9997,-2.315,630,1669,150.0
30745,5,368.6489,245.7335,-2.3513658314688786,8.5258,-2.4089,630,1669,150.0
30745,6,368.0322,245.1107,-2.3512731906730364,8.2528,-1.5112,630,1669,150.0
30745,7,367.4416,244.5142,-2.351224435925268,7.9269,-1.7347,3222,1669,150.0
30745,8,366.8723,243.939,-2.351039446298273,7.5645,-1.875,3222,1669,150.0
30745,9,366.3273,243.3882,-2.350901602951793,7.38,-0.9071,3222,1669,150.0
30745,10,365.8019,242.857,-2.3507052400078274,7.2017,-0.8763,3222,1669,150.0
30745,11,365.2892,242.3386,-2.350666469692149,7.0295,-0.845,3222,1669,150.0
30745,12,364.7888,241.8328,-2.3508278154181923,6.9433,-0.4397,3222,1669,150.0
30745,13,364.2973,241.3363,-2.351133804650117,6.8538,-0.4547,3222,1669,150.0
30745,14,363.8118,240.8462,-2.351479477982549,6.7616,-0.4675,3222,1669,150.0
30745,15,363.3325,240.3627,-2.35183224116964,6.6383,-0.9734,3222,1669,150.0
30745,16,362.8598,239.8861,-2.3520862229862205,6.3823,-1.5608,3222,1669,150.0
30745,17,362.4004,239.4235,-2.3527237882930403,6.0241,-1.9961,637,1669,150.0
30745,18,361.9628,238.9828,-2.352664959135571,5.7874,-1.354,3228,1669,150.0
30745,19,361.546,238.5635,-2.3532044261455054,5.4884,-1.6207,3228,1669,150.0
30745,20,361.1481,238.1635,-2.353562587508835,5.1451,-1.798,3228,1669,150.0
30745,21,360.7729,237.7864,-2.35366890736602,5.0036,-0.5261,3228,1669,150.0
30745,22,360.4152,237.4274,-2.354380623059237,4.9308,-0.2114,3228,1669,150.0
30745,23,360.0649,237.0759,-2.3544846030015134,4.9151,0.045,3228,1669,150.0
30745,24,359.7176,236.7276,-2.354756883362167,4.9286,0.1091,3228,1669,150.0
30745,25,359.3701,236.3793,-2.355044735022105,4.9575,0.1779,3228,1669,150.0
30745,26,359.021,236.0295,-2.3551929166253758,4.9985,0.2291,3228,1669,150.0
30745,27,358.6694,235.6772,-2.355200031079914,5.0262,0.1605,3228,1669,150.0
30745,28,358.3153,235.3226,-2.355488973165353,5.062,0.1952,3228,1669,150.0
30745,29,357.9589,234.9657,-2.3554935229721674,5.1036,0.2187,644,1669,150.0
30745,30,357.5998,234.6061,-2.3554987897341264,5.1292,0.1452,644,1669,150.0
30745,31,357.2383,234.2441,-2.3555034052989656,5.1611,0.172,644,1669,150.0
30745,32,356.8746,233.8802,-2.3559196138935965,5.1974,0.1896,644,1669,150.0
30745,33,356.5084,233.5139,-2.356057971421857,5.2195,0.1251,644,1669,150.0
30745,34,356.14,233.1458,-2.3566018221453904,5.2469,0.1476,644,1669,150.0
30745,35,355.7698,232.776,-2.356735030680258,5.278,0.1623,644,1669,150.0
30745,36,355.3972,232.4045,-2.357672785043417,5.2894,0.0338,644,1669,150.0
30745,37,355.0229,232.0315,-2.357934084316041,5.2917,-0.0105,644,1669,150.0
30745,38,354.6476,231.6584,-2.3591340862146404,5.2855,-0.0517,644,1669,150.0
30745,39,354.2722,231.2858,-2.359937788216232,5.2757,-0.0709,644,1669,150.0
30745,40,353.8966,230.9145,-2.361951556056316,5.2573,-0.1123,644,1669,150.0
30745,41,353.5213,230.5449,-2.363846374676192,5.2311,-0.15,644,1669,150.0
30745,42,353.1467,230.1779,-2.366442243639527,5.2089,-0.1453,644,1669,150.0
30745,43,352.7725,229.8137,-2.369736457567263,5.1733,-0.2106,3235,1669,150.0
30745,44,352.3995,229.4525,-2.372265021589815,5.125,-0.2709,3235,1669,150.0
30745,45,352.0279,229.0959,-2.3767903141421023,5.087,-0.2431,3235,1669,150.0
30745,46,351.6583,228.7433,-2.3797293298234594,5.0285,-0.3405,3235,1669,150.0
30745,47,351.2904,228.3961,-2.3851334094988923,4.9515,-0.4276,3235,1669,150.0
30745,48,350.9264,228.0545,-2.38792986372077,4.8631,-0.6542,3235,1669,150.0
30745,49,350.5659,227.7204,-2.394183690882697,4.6959,-1.0026,3235,1669,150.0
30745,50,350.2139,227.3962,-2.397283448049004,4.4682,-1.2591,3235,1669,150.0
30745,51,349.8747,227.0876,-2.4033962052346114,4.3402,-0.6505,3235,1669,150.0
30745,52,349.5475,226.7927,-2.4080688227408564,4.2082,-0.6686,3235,1669,150.0
30745,53,349.2288,226.5079,-2.412307849126403,4.0729,-0.6837,3235,1669,150.0
