ego_id,timestep,x_position,y_position,orientation,velocity,acceleration,lanelet_id,goal_lanelet_id,time_horizon
30630,0,-137.6484,-138.8926,1.5716546956827822,13.9163,-0.9382,986,986,150.0
30630,1,-137.6496,-137.4946,1.5716546956827822,13.6469,-1.732,986,986,150.0
30630,2,-137.6507,-136.1151,1.5715937169847263,13.2331,-2.3815,986,986,150.0
30630,3,-137.6516,-134.77,1.571465421929604,13.0363,-0.7873,986,986,150.0
30630,4,-137.6524,-133.4572,1.5714057112410968,12.9142,-0.4428,986,986,150.0
30630,5,-137.6531,-132.1603,1.5713360753738297,12.8552,-0.1575,986,986,150.0
30630,6,-137.6537,-130.8723,1.5712621652705103,12.8422,-0.0521,986,986,150.0
30630,7,-137.6543,-129.5875,1.5712633255156332,12.8341,-0.0293,986,986,150.0
30630,8,-137.655,-128.3037,1.571341583011304,12.8302,-0.0104,986,986,150.0
30630,9,-137.6557,-127.0205,1.5713418379627262,12.8293,-0.0034,986,986,150.0
30630,10,-137.6564,-125.7375,1.5713419229995242,12.8288,-0.0019,986,986,150.0
30630,11,-137.6572,-124.4546,1.571419913899349,12.8286,-0.0007,986,986,150.0
30630,12,-137.658,-123.1718,1.5714199625107415,12.8285,-0.0003,986,986,150.0
30630,13,-137.6589,-121.8889,1.571497862263254,12.8284,-0.0002,986,986,150.0
30630,14,-137.6598,-120.6061,1.571497916951065,12.8284,-0.0001,986,986,150.0
30630,15,-137.6607,-119.3232,1.571497862263254,12.8284,0.0004,986,986,150.0
30630,16,-137.658,-118.0404,1.5686915590891273,12.8287,0.0028,986,986,150.0
30630,17,-137.6461,-116.7576,1.56152001040404,12.8297,0.0071,986,986,150.0
30630,18,-137.6234,-115.4748,1.5531025077701934,12.8049,-0.2479,986,986,150.0
30630,19,-137.5998,-114.1929,1.5523882339188695,12.7318,-0.4797,986,986,150.0
30630,20,-137.5762,-112.9159,1.5523176159372891,12.6144,-0.6913,986,986,150.0
30630,21,-137.5542,-111.6484,1.5534410675295776,12.4958,-0.8297,986,986,150.0
30630,22,-137.5355,-110.3922,1.5559112616061828,12.2868,-1.2493,986,986,150.0
30630,23,-137.523,-109.1524,1.5607143970683,12.0003,-1.6046,986,986,150.0
30630,24,-137.5178,-107.9375,1.5665161652625292,11.7606,-1.5774,986,986,150.0
30630,25,-137.5152,-106.7481,1.5686103541543606,11.3763,-2.2493,986,986,150.0
30630,26,-137.5176,-105.5902,1.5728690416779398,10.8678,-2.818,986,986,150.0
30630,27,-137.5252,-104.477,1.5776233856560193,10.4302,-2.9129,986,986,150.0
30630,28,-137.5315,-103.4096,1.576698450503138,9.7244,-4.0904,986,986,150.0
30630,29,-137.5356,-102.4,1.5748573187336579,8.8158,-4.9413,986,986,150.0
30630,30,-137.537,-101.4715,1.5723041339452029,8.2021,-3.6203,986,986,150.0
30630,31,-137.5379,-100.6187,1.5718516734950307,7.386,-4.4951,986,986,150.0
30630,32,-137.5382,-99.8378,1.5711804988850782,6.4224,-5.095,986,986,150.0
30630,33,-137.538,-99.1464,1.5705070586514198,5.8518,-3.1317,986,986,150.0
