obstacle_id,timestep,x_position,y_position,orientation,velocity,acceleration,lanelet_id
3510,1,59.0903,-418.9837,-1.9593,8.2699,-0.2149,1315
3510,2,58.7758,-419.7520,-1.9593,8.3047,0.1152,1315
3510,3,58.4622,-420.5181,-1.9593,8.2827,0.1930,1315
3510,4,58.1482,-421.2852,-1.9592,8.2869,-0.0834,1315
3510,5,57.8343,-422.0520,-1.9592,8.2764,-0.3895,1315
3510,6,57.5207,-422.8184,-1.9592,8.2850,0.1573,1315
3510,7,57.2069,-423.5852,-1.9592,8.2856,-0.0008,1315
3510,8,56.8906,-424.3499,-1.9629,8.2903,0.5352,1315
3510,9,56.5694,-425.1119,-1.9696,8.2718,0.0275,1315
3510,10,56.2435,-425.8746,-1.9747,8.3181,0.8883,1315
3510,11,55.9148,-426.6356,-1.9784,8.2965,0.2348,1315
3510,12,55.5837,-427.3962,-1.9813,8.2929,-0.1372,1315
3510,13,55.2517,-428.1547,-1.9834,8.2921,0.5000,1315
3510,14,54.9179,-428.9136,-1.9850,8.2950,0.1386,1315
3510,15,54.5830,-429.6728,-1.9862,8.2907,-0.2756,1315
3510,16,54.2475,-430.4315,-1.9871,8.2945,-0.0588,1315
3510,17,53.9120,-431.1888,-1.9878,8.3000,0.6601,1315
3510,18,53.5754,-431.9476,-1.9883,8.3008,-0.0262,1315
3510,19,53.2392,-432.7046,-1.9887,8.2797,-0.1321,1315
3510,20,52.9018,-433.4636,-1.9890,8.3068,0.0142,1315
3510,21,52.5649,-434.2213,-1.9892,8.2873,-0.1945,1315
3510,22,52.2282,-434.9782,-1.9893,8.3054,0.8515,1315
3510,23,51.8906,-435.7367,-1.9895,8.3147,0.4663,1315
3510,24,51.5527,-436.4958,-1.9896,8.3003,-0.3565,1315
3510,25,51.2135,-437.2534,-1.9916,8.2841,-0.6979,1315
3510,26,50.8727,-438.0081,-1.9949,8.2921,0.4397,1315
3510,27,50.5297,-438.7626,-1.9974,8.2733,-0.6228,1315
3510,28,50.1850,-439.5171,-1.9993,8.2825,-0.5194,1315
3510,29,49.8395,-440.2708,-2.0007,8.2960,0.1961,1315
3510,30,49.4925,-441.0255,-2.0017,8.3071,0.0204,1315
3510,31,49.1466,-441.7761,-2.0025,8.2656,0.0435,1315
3510,32,48.7985,-442.5306,-2.0031,8.3178,0.3199,1315
3510,33,48.4513,-443.2820,-2.0035,8.2705,-0.3085,1315
3510,34,48.1035,-444.0342,-2.0039,8.2751,-0.4678,1315
3510,35,47.7546,-444.7883,-2.0041,8.3170,0.3227,1315
3510,36,47.4071,-445.5390,-2.0043,8.2702,-0.1242,1315
3510,37,47.0592,-446.2902,-2.0044,8.2885,0.3845,1315
3510,38,46.7099,-447.0442,-2.0045,8.3062,-0.1261,1315
3510,39,46.3613,-447.7966,-2.0046,8.3140,0.8605,1315
3510,40,46.0126,-448.5493,-2.0047,8.3125,0.6734,1315
3510,41,45.6634,-449.3026,-2.0047,8.2979,-0.2387,1315
3510,42,45.3151,-450.0540,-2.0048,8.2693,-0.5025,1315
3510,43,44.9661,-450.8071,-2.0048,8.3064,0.2301,1315
3510,44,44.6173,-451.5595,-2.0048,8.3030,0.3917,1315
3510,45,44.2679,-452.3132,-2.0048,8.3006,-0.2919,1315
3510,46,43.9193,-453.0652,-2.0048,8.3099,0.8633,1315
3510,47,43.5712,-453.8161,-2.0048,8.2670,-0.4098,1315
3510,48,43.2226,-454.5681,-2.0048,8.2780,-0.4343,1315
3510,49,42.8737,-455.3207,-2.0048,8.2975,0.0587,1315
3510,50,42.5251,-456.0725,-2.0049,8.2832,-0.1391,1315
3510,51,42.1767,-456.8241,-2.0049,8.3008,0.6526,1315
3510,52,41.8278,-457.5766,-2.0049,8.2707,-0.9522,1315
3510,53,41.4797,-458.3277,-2.0049,8.2732,-0.2072,1315
3510,54,41.1305,-459.0807,-2.0049,8.3057,0.1969,1315
3510,55,40.7811,-459.8344,-2.0049,8.3173,0.4124,1315
3510,56,40.4325,-460.5863,-2.0049,8.2944,0.2440,1315
3510,57,40.0842,-461.3376,-2.0049,8.2657,-0.6172,1315
3510,58,39.7354,-462.0899,-2.0049,8.3146,0.8695,1315
3510,59,39.3861,-462.8435,-2.0048,8.3008,-0.2354,1315
3510,60,39.0435,-463.5956,-1.9983,8.2653,-0.0571,1315
3510,61,38.7032,-464.3522,-1.9934,8.2908,-0.2443,1315
3510,62,38.3661,-465.1090,-1.9897,8.2716,-0.5623,1315
3510,63,38.0306,-465.8679,-1.9870,8.3061,0.2944,1315
3510,64,37.6975,-466.6258,-1.9849,8.2883,0.3731,1315
3510,65,37.3647,-467.3860,-1.9834,8.3060,0.2683,1315
3510,66,37.0333,-468.1455,-1.9822,8.2622,-0.9616,1315
3510,67,36.7019,-468.9067,-1.9813,8.3118,0.3698,1315
3510,68,36.3717,-469.6667,-1.9807,8.2733,-0.5123,1315
3510,69,36.0415,-470.4274,-1.9802,8.2996,0.2430,1315
3510,70,35.7119,-471.1879,-1.9798,8.3051,0.6787,1315
3510,71,35.3829,-471.9472,-1.9795,8.2895,0.5545,1315
3510,72,35.0534,-472.7084,-1.9793,8.3026,0.3015,1315
3510,73,34.7240,-473.4694,-1.9792,8.3149,0.8981,1315
3510,74,34.3984,-474.2314,-1.9746,8.2928,0.1368,1315
3510,75,34.0795,-474.9949,-1.9664,8.2716,-0.2470,1315
3510,76,33.7648,-475.7615,-1.9602,8.3057,0.6922,1315
3510,77,33.4535,-476.5301,-1.9556,8.2691,-0.9969,1315
3510,78,33.1458,-477.2973,-1.9521,8.2667,-0.0019,1315
3510,79,32.8390,-478.0683,-1.9495,8.2792,-0.7797,1315
3510,80,32.5336,-478.8400,-1.9476,8.3133,0.5402,1315
3510,81,32.2292,-479.6125,-1.9461,8.2991,-0.1340,1315
3510,82,31.9260,-480.3845,-1.9450,8.3028,0.3091,1315
3510,83,31.6231,-481.1577,-1.9441,8.3045,0.0003,1315
