timestep,obstacle_id,relative_direction,d_long,d_lat,adjusted_d_long,adjusted_d_lat,v_rel_long,v_rel_lat,a_rel_long,a_rel_lat,ttc_long,ttc_lat,motion_description
1.0,30190.0,Front-left,120.05,48.25,115.54,46.64,-14.89,9.75,-1.22,-6.2,7.76,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
1.0,30191.0,Front-left,119.55,38.46,115.05,36.85,-12.08,-0.0,1.56,-1.71,9.52,inf,Obstacle is driving toward the ego car longitudinally. No lateral relative motion.
1.0,30192.0,Front-left,49.23,4.8,44.72,3.19,2.78,2.43,1.98,-2.05,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the left.
1.0,30193.0,Front-left,111.38,67.44,106.88,65.83,-9.21,-11.07,4.19,2.3,11.6,5.95,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
1.0,30194.0,Front-left,131.77,34.14,127.26,32.53,-18.24,-3.64,2.28,-1.94,6.98,8.93,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
1.0,30195.0,Front-left,133.18,20.03,128.67,18.42,-12.08,0.0,1.56,-1.71,10.65,inf,Obstacle is driving toward the ego car longitudinally. No lateral relative motion.
1.0,30196.0,Front,17.05,0.99,12.54,0.0,1.9,1.32,1.73,-1.87,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
1.0,30197.0,Front-left,145.6,43.1,141.09,41.49,-19.17,-4.18,0.33,-1.33,7.36,9.92,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
1.0,30198.0,Front-left,95.05,125.16,90.54,123.55,-6.33,-19.12,3.69,1.84,14.31,6.46,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
1.0,30200.0,Behind,-18.54,0.35,-14.03,0.0,-0.03,-0.39,2.54,-2.87,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
1.0,30201.0,Behind,-28.31,0.66,-23.8,0.0,-5.02,-0.23,2.66,-3.01,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
2.0,30190.0,Front-left,118.8,48.59,114.29,46.98,-14.1,9.26,-0.75,-6.8,8.11,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
2.0,30191.0,Front-left,118.51,37.87,114.01,36.26,-11.54,-0.0,2.08,-2.27,9.88,inf,Obstacle is driving toward the ego car longitudinally. No lateral relative motion.
2.0,30192.0,Front-left,49.51,4.8,45.0,3.19,3.31,2.44,2.11,-2.3,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the left.
2.0,30193.0,Front-left,110.76,65.81,106.25,64.2,-8.84,-10.62,4.71,1.74,12.02,6.05,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
2.0,30194.0,Front-left,130.08,33.15,125.58,31.54,-17.85,-3.42,2.21,-2.32,7.04,9.22,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
2.0,30195.0,Front-left,132.05,19.37,127.54,17.76,-11.54,0.0,2.08,-2.27,11.05,inf,Obstacle is driving toward the ego car longitudinally. No lateral relative motion.
2.0,30196.0,Front,17.23,1.04,12.72,0.0,2.48,1.31,2.64,-2.78,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
2.0,30197.0,Front-left,143.85,41.95,139.35,40.34,-18.82,-4.25,0.24,-1.7,7.4,9.49,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
2.0,30198.0,Front-left,95.0,122.8,90.49,121.19,-5.97,-18.84,3.4,-0.09,15.15,6.43,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
2.0,30200.0,Behind,-18.56,0.39,-14.05,0.0,0.55,-0.45,2.76,-3.07,25.4,0.0,Obstacle is driving toward the ego car from behind. Exact lateral alignment or unknown case.
2.0,30201.0,Behind,-28.81,0.77,-24.3,0.0,-4.31,-0.27,2.94,-3.28,inf,0.0,Obstacle is moving away longitudinally. Exact lateral alignment or unknown case.
3.0,30190.0,Front-left,117.92,48.17,113.42,46.56,-13.59,9.26,1.38,-1.14,8.35,inf,Obstacle is driving toward the ego car longitudinally. Obstacle is moving away laterally to the left.
3.0,30191.0,Front-left,117.75,36.52,113.25,34.91,-11.2,-0.0,1.26,-1.34,10.11,inf,Obstacle is driving toward the ego car longitudinally. No lateral relative motion.
3.0,30192.0,Front-left,49.87,4.47,45.36,2.86,3.66,2.32,1.02,-1.16,inf,inf,Obstacle is moving away longitudinally. Obstacle is moving away laterally to the left.
3.0,30193.0,Front-left,110.57,63.52,106.06,61.91,-8.73,-10.19,3.74,2.44,12.15,6.07,Obstacle is driving toward the ego car longitudinally. Obstacle is driving toward the ego car laterally from the left.
