obstacle_id,timestep,x_position,y_position,orientation,velocity,acceleration,lanelet_id
3,1,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,2,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,3,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,4,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,5,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,6,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,7,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,8,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,9,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,10,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,11,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,12,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,13,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,14,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,15,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,16,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,17,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,18,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,19,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,20,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,21,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,22,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,23,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,24,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,25,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,26,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,27,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,28,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,29,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,30,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,31,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,32,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,33,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,34,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,35,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,36,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,37,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,38,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,39,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,40,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,41,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,42,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,43,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,44,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,45,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,46,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,47,-8.9482,-1.3765,-0.1324,0.0,0.0,65
3,48,-8.9482,-1.3765,-0.1324,0.0,0.0,65
