ego_id,timestep,x_position,y_position,orientation,velocity,acceleration,lanelet_id,goal_lanelet_id,time_horizon
1,0,-495.3883,117.2914,1.436565628943291,6.4941,0.0,4507,,33.0
1,1,-495.3014,117.9349,1.436565628943291,6.4941,0.0,4507,,33.0
1,2,-495.2145,118.5785,1.4365862356087369,6.4941,0.0,4507,,33.0
1,3,-495.1277,119.2221,1.4367388328380672,6.4836,-0.1032,4507,,33.0
1,4,-495.0409,119.8653,1.436656459921257,6.4534,-0.197,4507,,33.0
1,5,-494.9544,120.5065,1.4367025630582937,6.4054,-0.2814,4507,,33.0
1,6,-494.8685,121.1438,1.4368164148832347,6.347,-0.4379,4507,,33.0
1,7,-494.7832,121.7762,1.4367225207533691,6.2328,-0.6969,4507,,33.0
1,8,-494.6992,122.4,1.436942957963319,6.0707,-0.9177,4507,,33.0
1,9,-494.617,123.0101,1.436870800365057,5.966,-0.5863,4507,,33.0
1,10,-494.5366,123.6067,1.4368397151796335,5.837,-0.7021,4507,,33.0
1,11,-494.4577,124.1918,1.4367561507123678,5.686,-0.8063,4507,,33.0
1,12,-494.3806,124.7629,1.4366050193445443,5.5824,-0.6287,4507,,33.0
